id,name,folder,subfolder,type,timeSignature,bars,lengthBeats,noteCount,poolSize,maxNoteIndex,octaveDiff,velocityMean,velocitySd,nudgedFraction,nudgeMeanBeats,uuid
Scale-Based-8,Scale Based 8,Sequences,Scale Based Sequences,sequences,4/4,1.0,4.0,5,5,4,1,74,7.9,0.0,0,225ff997-927c-4eb8-842e-9cab0b030bf2
Scale-Based-9,Scale Based 9,Sequences,Scale Based Sequences,sequences,4/4,0.5,2.0,6,5,4,1,74.7,6.0,0.0,0,1db41d71-5e45-4b5f-9140-bc94f5ea1ea4
Synth-1,Synth 1,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,16,6,5,1,99.1,13.3,0.0,0,930fb9af-757a-45e0-9256-1e7ca0bce628
Synth-10,Synth 10,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,16,6,5,0,80,0.0,0.0,0,3bae067a-0f4e-48a1-bb6e-9fac8b68e641
Synth-11,Synth 11,Sequences,Synth Sequences,sequences,4/4,2.0,8.0,32,5,4,0,80,0.0,0.0,0,f4337d19-2c02-4bd9-a5e5-483d9b8afebb
Synth-12,Synth 12,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,12,6,5,1,100.6,14.3,0.0,0,3d1c4762-be7e-4061-ab40-3c145235ac00
Synth-13,Synth 13,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,16,5,4,0,80,0.0,0.0,0,8f513c81-038a-4074-b04e-0e5a2035fcf7
Synth-14,Synth 14,Sequences,Synth Sequences,sequences,4/4,2.0,8.0,16,4,3,0,100.2,11.0,0.75,0.01736,662c261e-424e-4ed3-b82a-1132b0117457
Synth-15,Synth 15,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,16,7,6,0,80,0.0,0.0,0,b7dafebc-bb4e-49f5-8a1d-476780145254
Synth-16,Synth 16,Sequences,Synth Sequences,sequences,4/4,2.0,8.0,22,4,3,-1,127,0.0,0.0,0,2d7920a4-570c-4a32-a172-b5df34029f96
Synth-17,Synth 17,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,16,6,5,0,98.4,13.2,0.0,0,bd695628-656f-4bbe-9528-0817274b6495
Synth-18,Synth 18,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,9,5,4,0,100,0.0,0.0,0,49ed75f5-7252-483b-b2bf-d88c3577cbe0
Synth-19,Synth 19,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,8,4,3,1,100.9,0.3,0.0,0,1c689f89-d676-4e9b-8555-8783d791ad25
Synth-2,Synth 2,Sequences,Synth Sequences,sequences,4/4,2.0,8.0,24,5,4,0,106,29.7,0.333,0.00625,23d0dc67-9dc5-4387-9c5f-9bc8b7758893
Synth-20,Synth 20,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,6,4,3,0,100,0.0,0.0,0,d27c89d5-b2fb-4805-997c-33fdc042596c
Synth-3,Synth 3,Sequences,Synth Sequences,sequences,4/4,2.0,8.0,10,5,4,0,100,0.0,0.0,0,a5a9db3f-1488-435f-8b35-de9357e82125
Synth-4,Synth 4,Sequences,Synth Sequences,sequences,4/4,2.0,8.0,32,6,5,1,100,0.0,0.0,0,a1e1ef40-ccef-4e30-b4d3-ab363cdc36c3
Synth-5,Synth 5,Sequences,Synth Sequences,sequences,4/4,2.0,8.0,16,6,5,0,100,0.0,0.0,0,8465429e-1776-4ea3-b97c-885e2a643cad
Synth-6,Synth 6,Sequences,Synth Sequences,sequences,4/4,2.0,8.0,32,6,5,0,80,0.0,0.0,0,abbf9af4-2443-4bc8-be04-c0652f6065b0
Synth-7,Synth 7,Sequences,Synth Sequences,sequences,4/4,2.0,8.0,12,3,2,0,99,3.3,0.0,0,08178eb1-bf45-492c-bae7-2fbe380aec76
Synth-8,Synth 8,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,16,7,6,0,100,0.0,0.0,0,bdeae168-6dc4-482b-8a55-5b8ebeaea56d
Synth-9,Synth 9,Sequences,Synth Sequences,sequences,4/4,1.0,4.0,16,6,5,0,80,0.0,0.0,0,cad9771e-a72d-44a5-87e6-21e1ac88e094
Fast-1,Fast 1,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,10,1,0,0,70.5,17.3,1.0,0.00208,51b0c0f3-d626-40da-b20d-49020df28678
Fast-10,Fast 10,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,10,1,0,0,88.8,8.1,0.9,0.00208,c9dd45f5-b359-47a3-9941-efb727e5ce7c
Fast-11,Fast 11,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,10,1,0,0,87.8,8.1,0.0,0,90527033-d2d9-4d0d-9b08-203431ede125
Fast-12,Fast 12,StrummedSequences,Fast,strummedSequences,4/4,1.0,4.0,45,3,2,0,102.6,19.7,0.0,0,81b90ece-9b98-427f-8443-bead46271568
Fast-13,Fast 13,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,39,3,2,0,103.6,22.4,0.0,0,8a5c0ffa-ebdf-4b1e-a559-02d13f38244a
Fast-14,Fast 14,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,10,1,0,0,88.6,11.6,0.9,0.00208,1f919a46-d989-49cf-9397-a8dbdfc0fda9
Fast-15,Fast 15,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,12,1,0,0,80.3,9.5,0.917,0.00208,2d4ee4a5-8d41-4928-b6e2-4b801df65d58
Fast-2,Fast 2,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,11,1,0,0,126.1,1.5,0.909,0.00583,b59c8d0e-b9ba-4a5e-9fc3-776dfd6525bf
Fast-3,Fast 3,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,9,1,0,0,87.3,3.8,0.889,0.0026,87142e06-1000-4137-b5ab-209602fa6741
Fast-4,Fast 4,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,14,1,0,0,70.7,14.6,1.0,0.00208,847e06ed-4295-45c6-a338-d63682eda3d8
Fast-5,Fast 5,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,10,1,0,0,85.2,11.1,0.9,0.00208,58adcbfe-4426-49ed-b385-d5e7b7e2553f
Fast-6,Fast 6,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,8,1,0,0,77.2,9.6,0.875,0.00417,530930a0-53c3-42cf-a9dd-98ed1153a31a
Fast-7,Fast 7,StrummedSequences,Fast,strummedSequences,4/4,4.0,16.0,18,1,0,0,85.4,9.6,0.944,0.00208,ebd76652-477f-4764-a882-fd3c0ca901ef
Fast-8,Fast 8,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,8,1,0,0,86,6.0,0.875,0.00595,b05cfad3-4df5-4357-b7e1-aafe28533a48
Fast-9,Fast 9,StrummedSequences,Fast,strummedSequences,4/4,2.0,8.0,6,1,0,0,110.3,7.1,0.833,0.02,1e9a4485-1a4c-4895-9819-ef608fed3e77
Slow-1,Slow 1,StrummedSequences,Slow,strummedSequences,4/4,2.0,8.0,9,1,0,0,86.6,3.8,0.889,0.0125,c4485fc8-7e24-4447-9a51-4c05a91b71f4
Slow-10,Slow 10,StrummedSequences,Slow,strummedSequences,4/4,2.0,8.0,4,1,0,0,88,12.0,0.75,0.00208,a625213e-9e05-4a0d-a272-a0afc47c7140
Slow-11,Slow 11,StrummedSequences,Slow,strummedSequences,4/4,4.0,16.0,6,1,0,0,83.3,7.5,0.833,0.02125,ce10e1db-9b02-40b0-ba47-483f9b03a715
Slow-12,Slow 12,StrummedSequences,Slow,strummedSequences,4/4,4.0,16.0,11,1,0,0,87.8,6.0,0.0,0,207e5a48-b77a-4406-8cab-49084c68b5ee
Slow-13,Slow 13,StrummedSequences,Slow,strummedSequences,4/4,4.0,16.0,12,1,0,0,89.2,5.9,0.0,0,b80067c8-c645-4730-9032-b657947da937
Slow-14,Slow 14,StrummedSequences,Slow,strummedSequences,4/4,2.0,8.0,3,1,0,0,87.3,6.6,0.0,0,b7788b71-26bb-47d5-abc2-33591d259372
Slow-15,Slow 15,StrummedSequences,Slow,strummedSequences,4/4,2.0,8.0,6,1,0,0,102,0.0,0.0,0,d070e6a3-4b56-4ead-9f3c-5169d04bf419
Slow-2,Slow 2,StrummedSequences,Slow,strummedSequences,4/4,4.0,16.0,13,1,0,0,79.3,12.0,1.0,0.02019,d3dc6554-0df5-45d3-9036-d0e8c6285afb
Slow-3,Slow 3,StrummedSequences,Slow,strummedSequences,4/4,4.0,16.0,6,1,0,0,94.3,5.2,1.0,0.00208,67da64b6-9489-45e0-9595-2efe88debc01
Slow-4,Slow 4,StrummedSequences,Slow,strummedSequences,4/4,2.0,8.0,5,1,0,0,84,0.0,0.0,0,cd6e6540-e72e-4d9a-94d3-784f6ce415e6
Slow-5,Slow 5,StrummedSequences,Slow,strummedSequences,4/4,2.0,8.0,8,1,0,0,125.9,3.0,0.125,0.00833,94086a43-c445-41ff-b8f3-725e18e18f2a
Slow-6,Slow 6,StrummedSequences,Slow,strummedSequences,4/4,2.0,8.0,4,1,0,0,89.5,5.5,0.0,0,130588a4-2dda-4840-9274-7a7fd857dea7
Slow-7,Slow 7,StrummedSequences,Slow,strummedSequences,4/4,2.0,8.0,5,1,0,0,85.2,8.8,0.0,0,aa2891cc-a5da-400a-ab6a-ab0c3871997e
Slow-8,Slow 8,StrummedSequences,Slow,strummedSequences,4/4,4.0,16.0,32,3,2,0,66.5,13.8,0.469,0.01917,52675c4c-a773-4485-85cb-5982dd2024cd
Slow-9,Slow 9,StrummedSequences,Slow,strummedSequences,4/4,4.0,16.0,8,1,0,0,65,0.0,0.25,0.02083,9df53726-e106-4e88-a5c9-772ffaa6f4f4
