id,name,folder,subfolder,type,timeSignature,bars,lengthBeats,noteCount,poolSize,maxNoteIndex,octaveDiff,velocityMean,velocitySd,nudgedFraction,nudgeMeanBeats,uuid
Piano,Piano,Rhythms,Andante,rhythms,4/4,2.0,8.0,20,4,3,-1,68.5,2.6,0.0,0,96666e29-3f25-4896-a054-2b2e26237826
Risoluto,Risoluto,Rhythms,Andante,rhythms,4/4,2.0,8.0,32,4,3,-1,78.9,16.9,0.0,0,87fd430b-c291-4817-8337-d404b3de19ad
Sonata,Sonata,Rhythms,Andante,rhythms,4/4,1.0,4.0,8,4,3,-1,79,10.8,0.0,0,3fbec92d-f380-4712-90f8-76156bf37c1f
Sospirando,Sospirando,Rhythms,Andante,rhythms,4/4,2.0,8.0,20,4,3,-1,71.5,17.9,0.0,0,016fdf45-da7e-4d95-be09-1be2e4e3cb03
Sostenuto,Sostenuto,Rhythms,Andante,rhythms,4/4,2.0,8.0,32,4,3,-1,66.4,18.3,0.0,0,4ac76e19-25b0-4ca4-91e8-c78a2cc5ca72
Tenuto,Tenuto,Rhythms,Andante,rhythms,4/4,2.0,8.0,36,4,3,-1,63,12.6,0.0,0,97377972-1b63-45fe-9b88-7762d143a690
Verismo,Verismo,Rhythms,Andante,rhythms,4/4,2.0,8.0,28,4,3,-1,74.5,9.8,0.0,0,c9f6538a-a135-4091-a2c6-0fd9c6d4ce4d
Common-1,Common 1,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,6,3,2,-1,100,0.0,0.0,0,37c588ac-f4a8-4052-87b1-7c7c104d9a01
Common-10,Common 10,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,15,3,2,-1,100,0.0,0.067,0.01042,eaa0e4ff-57e4-4c2a-8a81-a4d316655eb1
Common-11,Common 11,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,12,3,2,-1,100,0.0,0.0,0,7e9f23e2-0735-4028-954a-2955da7981d6
Common-12,Common 12,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,12,3,2,-1,100,0.0,0.0,0,2a5b3d65-528a-4090-9641-e7f9da3a80c3
Common-13,Common 13,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,12,3,2,-1,100,0.0,0.0,0,7cbd817f-c7a6-435a-9076-5f7083a24c02
Common-14,Common 14,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,18,3,2,-1,100,0.0,0.0,0,16084b2a-574e-405b-b918-f5e736759ead
Common-15,Common 15,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,24,3,2,-1,100,0.0,0.0,0,b0507fa8-ca5f-475f-b55c-0399b8d7bdee
Common-2,Common 2,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,9,3,2,-1,100,0.0,0.0,0,5f78d24c-8920-4af9-a337-999c84872ca0
Common-3,Common 3,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,9,3,2,-1,100,0.0,0.0,0,7729e110-d158-4e0a-8c91-7b4d7e6b79ff
Common-4,Common 4,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,9,3,2,-1,100,0.0,0.0,0,9249c177-3e1f-4a6e-8bf9-ede25e8afa9d
Common-5,Common 5,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,9,3,2,-1,100,0.0,0.0,0,49e328f4-6e4d-4d2e-b9c3-5f76020d3308
Common-6,Common 6,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,12,3,2,-1,100,0.0,0.0,0,eb4d7217-3b5a-407b-96eb-d754c58f038d
Common-7,Common 7,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,15,3,2,-1,100,0.0,0.0,0,8f40ad8b-a60e-45ca-9441-4b66f37d275e
Common-8,Common 8,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,18,3,2,-1,100,0.0,0.0,0,8b7f5f97-c202-4092-b686-d57a38d3e022
Common-9,Common 9,Rhythms,Common Rhythms,rhythms,4/4,1.0,4.0,6,3,2,-1,100,0.0,0.0,0,76f157a0-eba0-4c72-850c-39f7dfea8e4f
Agitato,Agitato,Rhythms,Intermedio,rhythms,4/4,1.0,4.0,40,4,3,-1,57.9,24.0,0.0,0,8cbfb741-cf60-448d-a168-b386f7fba100
Arietta,Arietta,Rhythms,Intermedio,rhythms,4/4,1.0,4.0,16,4,3,-1,76,13.0,0.75,0.00208,886b8bb2-44e4-4907-9796-0d35e08e91b1
Capriccio,Capriccio,Rhythms,Intermedio,rhythms,4/4,2.0,8.0,72,4,3,-1,70.7,7.6,0.944,0.01581,2c83bcec-9834-45c5-a564-1c4ad765a4d4
Fantasia,Fantasia,Rhythms,Intermedio,rhythms,4/4,2.0,8.0,48,4,3,-1,64.8,12.6,0.5,0.00208,c105f75c-1100-4596-9ac1-eca239f1a861
Fortissimo,Fortissimo,Rhythms,Intermedio,rhythms,4/4,2.0,8.0,24,4,3,-1,100.5,2.6,0.0,0,e1387726-2959-4fb3-9702-be43755da145
Furioso,Furioso,Rhythms,Intermedio,rhythms,4/4,1.0,4.0,16,4,3,-1,68.8,19.2,0.0,0,cf77806e-d60b-46a3-b97c-a5a89f92d9fb
L-istesso,L'istesso,Rhythms,Intermedio,rhythms,4/4,1.0,4.0,20,4,3,-1,58.8,14.8,1.0,0.00208,ec2deff0-e86c-452d-9440-b646e24cfe33
Libretto,Libretto,Rhythms,Intermedio,rhythms,4/4,1.0,4.0,16,4,3,-1,68.2,13.8,0.0,0,dd93e1e6-b29a-40d3-850e-8f9cce09c421
Ma,Ma,Rhythms,Intermedio,rhythms,4/4,2.0,8.0,64,4,3,-1,61.4,15.4,0.0,0,521bb99b-8964-400e-9ed7-86b0948bd232
Passaggio,Passaggio,Rhythms,Intermedio,rhythms,4/4,2.0,8.0,40,4,3,-1,68.8,15.5,0.2,0.00208,20435d25-e24b-4270-b639-7db7c7e6b3ed
Ritardando,Ritardando,Rhythms,Intermedio,rhythms,4/4,2.0,8.0,52,4,3,-1,57.6,24.1,0.692,0.00255,c5849f62-ddae-4dca-8d0f-f4995f9e663f
Sforzando,Sforzando,Rhythms,Intermedio,rhythms,4/4,2.0,8.0,28,4,3,-1,100.5,2.6,0.0,0,d0125a60-581c-4bef-86dc-4ff01d6e61ad
Smorzando,Smorzando,Rhythms,Intermedio,rhythms,4/4,1.0,4.0,16,4,3,-1,65.5,24.1,0.0,0,1b4fe86d-6bda-47a8-8550-36eb906dcdfa
Tacet,Tacet,Rhythms,Intermedio,rhythms,4/4,1.0,4.0,12,4,3,-1,71.2,14.2,0.0,0,93cc2aa2-7094-4938-80ce-587b9784aae0
Volti-Subito,Volti Subito,Rhythms,Intermedio,rhythms,4/4,2.0,8.0,40,4,3,-1,71.2,23.4,0.0,0,15b9a714-59f2-4fd2-93ab-70f8f62229ce
5-4-Rhythm-1,5/4 Rhythm 1,Rhythms,Other Time Signature,rhythms,5/4,4.0,20.0,96,6,5,-1,76.8,19.2,0.688,0.00208,cb15fbc9-bf4a-443d-997c-55a69d7fda40
5-4-Rhythm-2,5/4 Rhythm 2,Rhythms,Other Time Signature,rhythms,5/4,4.0,20.0,128,4,3,-1,91,0.0,0.0,0,4595f1df-77ff-49b9-aacd-cf2c65f2002c
5-4-Rhythm-3,5/4 Rhythm 3,Rhythms,Other Time Signature,rhythms,5/4,4.0,20.0,96,4,3,-1,91,0.0,0.0,0,58e70348-1a86-4afe-9c67-8f2005c0df39
5-4-Rhythm-4,5/4 Rhythm 4,Rhythms,Other Time Signature,rhythms,5/4,4.0,20.0,96,4,3,-1,91,0.0,0.0,0,97c759de-6226-4d5b-8cf5-a7f91301c035
5-4-Rhythm-5,5/4 Rhythm 5,Rhythms,Other Time Signature,rhythms,5/4,4.0,20.0,160,4,3,-1,88,26.6,0.0,0,033184e5-93da-46e7-b721-3b1aab4986f0
5-4-Rhythm-6,5/4 Rhythm 6,Rhythms,Other Time Signature,rhythms,5/4,4.0,20.0,384,4,3,-1,56.9,31.8,0.083,0.00833,66327205-9736-413c-8fa8-5d83eb08b422
5-4-Rhythm-7,5/4 Rhythm 7,Rhythms,Other Time Signature,rhythms,5/4,4.0,20.0,208,4,3,-1,48.5,27.7,0.0,0,0cae1486-9c5f-454d-8b35-8999a1eb089c
5-4-Rhythm-8,5/4 Rhythm 8,Rhythms,Other Time Signature,rhythms,5/4,4.0,20.0,128,4,3,-1,102,0.0,0.0,0,f92b368a-824f-4ad6-bc6e-b2737e3844f1
7-4-Rhythm-1,7/4 Rhythm 1,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,96,3,2,-1,93.5,1.8,0.0,0,6d5076b7-bd23-416e-ae40-d3b3276b26b8
7-4-Rhythm-10,7/4 Rhythm 10,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,48,3,2,-1,94.0,4.2,0.0,0,b1db6a58-d714-4784-be20-3aa271c3fcf5
7-4-Rhythm-2,7/4 Rhythm 2,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,60,3,2,-1,97.1,2.8,0.0,0,59bf77ef-df48-4c2c-ada4-36ea9f78da3c
7-4-Rhythm-3,7/4 Rhythm 3,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,48,3,2,-1,99.5,3.3,0.0,0,ad44eba2-4093-43e4-a722-46f48a0e1198
7-4-Rhythm-4,7/4 Rhythm 4,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,96,3,2,-1,90.6,6.3,0.0,0,ccaf2109-5c95-49be-91d7-397c01d99b48
7-4-Rhythm-5,7/4 Rhythm 5,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,72,3,2,-1,94.2,5.8,0.0,0,8caeaf09-4f2c-4f93-9876-b84ef9f64a5a
7-4-Rhythm-6,7/4 Rhythm 6,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,48,3,2,-1,99.2,1.8,0.0,0,9590ddc8-979b-4742-9b67-6f99c82db396
7-4-Rhythm-7,7/4 Rhythm 7,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,60,3,2,-1,96.9,2.8,0.0,0,583a6365-cdfd-4937-8ff3-37489423a9bb
7-4-Rhythm-8,7/4 Rhythm 8,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,108,3,2,-1,91.2,7.0,0.0,0,f39d33c9-af41-4c94-9f2a-9e5ff8f82e32
7-4-Rhythm-9,7/4 Rhythm 9,Rhythms,Other Time Signature,rhythms,7/4,4.0,28.0,84,3,2,-1,89.9,7.7,0.0,0,d62967eb-0272-402e-b88f-e37a2b2da793
9-4-Rhythm-1,9/4 Rhythm 1,Rhythms,Other Time Signature,rhythms,9/4,4.0,36.0,48,3,2,-1,96.5,2.9,0.0,0,69925f83-23a3-4d43-9bd4-8885620f1347
9-4-Rhythm-2,9/4 Rhythm 2,Rhythms,Other Time Signature,rhythms,9/4,4.0,36.0,96,3,2,-1,90.8,4.0,0.0,0,9ed61ad1-1228-46b5-aa05-2ecbc6028221
9-4-Rhythm-3,9/4 Rhythm 3,Rhythms,Other Time Signature,rhythms,9/4,4.0,36.0,96,3,2,-1,96.6,3.8,0.0,0,01c57555-1dfa-4dc4-9f0f-cf456f7da2c0
9-4-Rhythm-4,9/4 Rhythm 4,Rhythms,Other Time Signature,rhythms,9/4,4.0,36.0,168,3,2,-1,93.0,6.3,0.0,0,8c2c0fdb-1d36-4c55-9e35-0b96bdbc3d9f
9-4-Rhythm-5,9/4 Rhythm 5,Rhythms,Other Time Signature,rhythms,9/4,4.0,36.0,120,3,2,-1,89.3,9.1,0.0,0,2b4e3717-e221-4ec2-bcc9-8012c5a80c75
9-4-Rhythm-6,9/4 Rhythm 6,Rhythms,Other Time Signature,rhythms,9/4,4.0,36.0,120,3,2,-1,88.9,7.2,0.0,0,85bca50c-9d0d-4305-85d9-db4b72d87c30
9-4-Rhythm-7,9/4 Rhythm 7,Rhythms,Other Time Signature,rhythms,9/4,4.0,36.0,144,3,2,-1,86.6,8.1,0.0,0,5a29e230-79b6-4c23-93dc-f3ce4d9feec6
9-4-Rhythm-8,9/4 Rhythm 8,Rhythms,Other Time Signature,rhythms,9/4,4.0,36.0,168,3,2,-1,91.3,5.9,0.0,0,fe654fa3-8939-493c-913d-25441edaf8f0
Accelerando,Accelerando,Rhythms,Presto,rhythms,4/4,1.0,4.0,40,4,3,-1,64.4,14.3,0.1,0.00208,1b02dfeb-69da-45a7-a037-16a36459693a
Coda,Coda,Rhythms,Presto,rhythms,4/4,1.0,4.0,56,4,3,-1,59.8,16.5,0.429,0.00208,9f357fb0-9e11-44d6-bf40-9e5386da3b39
Dal-Segno,Dal Segno,Rhythms,Presto,rhythms,4/4,1.0,4.0,36,4,3,-1,75.9,7.7,0.111,0.00208,b1cb74f9-5498-4892-9c5a-be6bfdefac60
Ed,Ed,Rhythms,Presto,rhythms,4/4,1.0,4.0,64,4,3,-1,56.0,23.0,0.0,0,0ed31c9d-ec9f-4883-a561-89cb0f24c769
Farsa,Farsa,Rhythms,Presto,rhythms,4/4,2.0,8.0,52,4,3,-1,80.2,7.7,0.0,0,4a3444fc-70a7-4cf2-aa2d-60cc56a61752
Incalzando,Incalzando,Rhythms,Presto,rhythms,4/4,1.0,4.0,24,4,3,-1,71,11.9,0.0,0,7731e6c2-e0f8-4ec4-b62e-07f866939e2f
Intermezzo,Intermezzo,Rhythms,Presto,rhythms,4/4,2.0,8.0,72,4,3,-1,73.6,17.7,0.0,0,bf6de6c9-6885-435a-bf7f-2697baceb916
Mezzopiano,Mezzopiano,Rhythms,Presto,rhythms,4/4,2.0,8.0,56,4,3,-1,62.4,12.9,0.0,0,7b357fa0-9907-473a-a35a-932adf568507
Morendo,Morendo,Rhythms,Presto,rhythms,4/4,2.0,8.0,48,4,3,-1,66.2,17.1,0.833,0.00208,581a3ac5-e5a8-44d8-bc58-12a84bd537dc
Mosso,Mosso,Rhythms,Presto,rhythms,4/4,2.0,8.0,64,4,3,-1,75.0,12.0,0.0,0,bb3690cd-c73d-437d-9e40-99cb4910d562
Oratorio,Oratorio,Rhythms,Presto,rhythms,4/4,1.0,4.0,40,4,3,-1,63.2,24.6,0.4,0.00208,d2aa3b25-b747-405d-9e08-0d101de4e764
Pizzicato,Pizzicato,Rhythms,Presto,rhythms,4/4,2.0,8.0,36,4,3,-1,69.2,12.3,0.222,0.00208,ffa76861-9f96-440d-b6c1-0d2569a8d582
Poco,Poco,Rhythms,Presto,rhythms,4/4,1.0,4.0,24,4,3,-1,58.7,19.0,0.0,0,b9042c34-6574-4b6a-b5e4-b4e7cf785b60
Spinto,Spinto,Rhythms,Presto,rhythms,4/4,1.0,4.0,28,4,3,-1,60.1,23.5,0.429,0.00208,818e1795-cca3-48c4-a02e-2dd368828c71
Tempo,Tempo,Rhythms,Presto,rhythms,4/4,2.0,8.0,48,4,3,-1,86,17.7,0.0,0,c30f0c42-d075-439d-833c-9c055c625dd7
Volta,Volta,Rhythms,Presto,rhythms,4/4,1.0,4.0,36,4,3,-1,66.3,20.0,0.222,0.00208,26593124-8667-45a5-9a60-3127c65e3eb1
Triplet-Rhythm-1,Triplet Rhythm 1,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,56,4,3,-1,122.8,8.1,0.0,0,07466ce4-c496-4cb0-90c7-77d1b5c1d181
Triplet-Rhythm-10,Triplet Rhythm 10,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,76,4,3,-1,120.5,8.8,0.0,0,a90546f9-c2c4-4026-b3fe-6fec81c734f4
Triplet-Rhythm-2,Triplet Rhythm 2,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,52,4,3,-1,121.4,7.7,0.0,0,4f4857dc-010f-4abe-8a92-8e55745cabcb
Triplet-Rhythm-3,Triplet Rhythm 3,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,56,4,3,-1,119.1,10.0,0.0,0,6ae104ed-b05e-4457-821e-d5bdf5c6faab
Triplet-Rhythm-4,Triplet Rhythm 4,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,64,4,3,-1,117.8,10.5,0.0,0,af92240d-f94c-4bf4-af73-0c090b36b52a
Triplet-Rhythm-5,Triplet Rhythm 5,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,52,4,3,-1,116.1,13.5,0.0,0,c1a6e120-0f39-483a-b390-e0d033ed706d
Triplet-Rhythm-6,Triplet Rhythm 6,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,56,4,3,-1,118.1,10.7,0.0,0,b646eb5c-8e23-4e17-9914-3458f5884420
Triplet-Rhythm-7,Triplet Rhythm 7,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,60,4,3,-1,121.6,7.5,0.0,0,0ebdc2c0-98c4-4cd0-9277-386ad066afba
Triplet-Rhythm-8,Triplet Rhythm 8,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,60,4,3,-1,107.3,16.1,0.0,0,5e78073b-0535-4518-94a8-52afc6e14473
Triplet-Rhythm-9,Triplet Rhythm 9,Rhythms,Triplet Feel,rhythms,4/4,2.0,8.0,72,4,3,-1,123.2,6.4,0.0,0,8707c05d-f46c-4541-97cc-3d6fa2d9d7ff
_Con,Con,Rhythms,Volante,rhythms,4/4,2.0,8.0,88,4,3,-1,55.9,19.9,0.0,0,ced7beb8-6552-4f62-b249-aa7fafd3a2a1
Fretta,Fretta,Rhythms,Volante,rhythms,4/4,1.0,4.0,40,4,3,-1,69.4,22.1,0.0,0,9a014a57-06bd-4e1c-8185-a70edc3631db
Impetuoso,Impetuoso,Rhythms,Volante,rhythms,4/4,1.0,4.0,40,4,3,-1,72.4,16.5,0.0,0,348f5900-db06-4179-a843-4e4027343b99
Marcato,Marcato,Rhythms,Volante,rhythms,4/4,2.0,8.0,60,4,3,-1,78.2,20.9,0.533,0.00208,9a2d5c64-e282-4eb0-92d8-c552b03d405f
Marziale,Marziale,Rhythms,Volante,rhythms,4/4,1.0,4.0,32,4,3,-1,80.9,6.9,0.0,0,54873de9-726b-463f-a119-f1613133b18d
Moto,Moto,Rhythms,Volante,rhythms,4/4,2.0,8.0,64,4,3,-1,70.9,20.7,0.0,0,ff1dd5e7-50f1-41f9-ad05-64550c07e5e4
Nuovo,Nuovo,Rhythms,Volante,rhythms,4/4,2.0,8.0,60,4,3,-1,52.6,22.6,0.933,0.00208,aeda371e-e3c0-4f55-87b0-e223120b652f
Ritmico,Ritmico,Rhythms,Volante,rhythms,4/4,1.0,4.0,40,4,3,-1,72.7,16.0,0.0,0,1fd5b06e-eb8c-4bac-85c1-9bb722d44bad
Staccato,Staccato,Rhythms,Volante,rhythms,4/4,2.0,8.0,72,4,3,-1,68.8,27.1,0.556,0.00208,0a00a66d-675d-4f88-91da-6e24ea0dc6ac
Vigoroso,Vigoroso,Rhythms,Volante,rhythms,4/4,2.0,8.0,72,4,3,-1,66.4,17.9,0.0,0,bab17e0c-3d93-4360-9887-5029584f7997
Basic-1,Basic 1,Sequences,Common Sequences,sequences,4/4,1.0,4.0,6,3,2,1,89,0.0,0.0,0,ad9c2c41-353f-4dda-9052-dfc24c9f8add
Basic-10,Basic 10,Sequences,Common Sequences,sequences,4/4,1.0,4.0,11,3,2,1,89,0.0,0.0,0,e79a7100-3737-45b4-b69b-fd1706223cc7
Basic-11,Basic 11,Sequences,Common Sequences,sequences,4/4,1.0,4.0,10,3,2,1,89,0.0,0.0,0,93d4f843-a695-46cb-8e1a-e7d5b72cdd56
Basic-12,Basic 12,Sequences,Common Sequences,sequences,4/4,1.0,4.0,5,3,2,0,89,0.0,0.0,0,d08227c2-dd0e-4248-bca7-e6c6af4abced
Basic-13,Basic 13,Sequences,Common Sequences,sequences,4/4,1.0,4.0,5,4,3,0,89,0.0,0.0,0,4c29f300-958e-4e3a-b963-bb170629f933
Basic-14,Basic 14,Sequences,Common Sequences,sequences,4/4,1.0,4.0,7,5,4,0,89,0.0,0.0,0,38f5e215-ebbd-4075-ae50-71a3f5d689c3
Basic-15,Basic 15,Sequences,Common Sequences,sequences,4/4,1.0,4.0,8,5,4,0,89,0.0,0.0,0,02ec9a86-0b27-46cc-b553-75ce4a69f9ab
Basic-16,Basic 16,Sequences,Common Sequences,sequences,4/4,2.0,8.0,10,4,3,0,62.4,13.0,0.0,0,8e447a6e-66a5-497d-9af3-05f3b7e90201
Basic-17,Basic 17,Sequences,Common Sequences,sequences,4/4,2.0,8.0,9,5,4,0,57.2,11.0,0.0,0,6ecb79b7-60ee-4dcb-8610-47aed026d34f
Basic-18,Basic 18,Sequences,Common Sequences,sequences,4/4,1.0,4.0,7,4,3,0,54.6,5.2,0.857,0.00382,c5539a98-29d6-4618-8976-dd2dd745654b
Basic-19,Basic 19,Sequences,Common Sequences,sequences,4/4,1.0,4.0,5,2,1,0,48.6,6.0,0.8,0.01615,832f3cfe-1000-4c83-aa8c-1571aa25f479
Basic-2,Basic 2,Sequences,Common Sequences,sequences,4/4,1.0,4.0,6,3,2,1,89,0.0,0.0,0,cec1b0e3-083e-4082-a67d-ac56fde8e081
Basic-20,Basic 20,Sequences,Common Sequences,sequences,4/4,1.0,4.0,5,3,2,0,50.2,5.8,0.4,0.00729,6b4f04d3-d667-41e3-acfd-33b58d352932
Basic-3,Basic 3,Sequences,Common Sequences,sequences,4/4,1.0,4.0,7,3,2,1,89,0.0,0.0,0,773cbcac-060e-4d69-86e9-8bdd69de3b05
Basic-4,Basic 4,Sequences,Common Sequences,sequences,4/4,1.0,4.0,8,4,3,1,89,0.0,0.0,0,d45fcaf1-54e4-482f-9ed2-b455f93c99a9
Basic-5,Basic 5,Sequences,Common Sequences,sequences,4/4,1.0,4.0,8,3,2,1,89,0.0,0.0,0,f227e018-86cd-4a42-9135-427d91105336
Basic-6,Basic 6,Sequences,Common Sequences,sequences,4/4,1.0,4.0,6,3,2,1,89,0.0,0.0,0,f736570b-b63f-4c05-8307-2e5e29f147ba
Basic-7,Basic 7,Sequences,Common Sequences,sequences,4/4,1.0,4.0,5,2,1,1,48.6,6.0,0.8,0.01615,631c7230-e6e3-497d-8a6f-fa65ce667459
Basic-8,Basic 8,Sequences,Common Sequences,sequences,4/4,1.0,4.0,10,3,2,1,89,0.0,0.0,0,edcd2ff9-5cf7-42ec-b06c-8718dd97ccf0
Basic-9,Basic 9,Sequences,Common Sequences,sequences,4/4,1.0,4.0,5,3,2,1,50.2,5.8,0.4,0.00729,88cf3051-155f-49e2-8885-dc4218fa5d92
Ostinato-1,Ostinato 1,Sequences,Common Sequences,sequences,4/4,4.0,16.0,32,3,2,0,94,0.0,0.0,0,829b515f-92b3-4f9c-b3a2-189eeef62823
Ostinato-10,Ostinato 10,Sequences,Common Sequences,sequences,4/4,2.0,8.0,16,6,5,0,45.2,9.3,0.0,0,04e0694f-5b4c-4532-973e-2f8fd699a3e4
Ostinato-11,Ostinato 11,Sequences,Common Sequences,sequences,4/4,4.0,16.0,32,6,5,0,89,0.0,0.0,0,e68f64a7-7aba-471f-a5ca-65ee2f8b7f5d
Ostinato-12,Ostinato 12,Sequences,Common Sequences,sequences,4/4,1.0,4.0,8,4,3,0,73.6,15.9,0.0,0,690e1ef4-1ffd-4c90-8d19-81593ccd43fd
Ostinato-13,Ostinato 13,Sequences,Common Sequences,sequences,4/4,1.0,4.0,8,4,3,0,58.5,11.6,0.0,0,2ffcad35-fbfc-4912-a013-b1ee60fe4530
Ostinato-14,Ostinato 14,Sequences,Common Sequences,sequences,4/4,2.0,8.0,8,3,2,0,76.1,17.7,0.875,0.00446,4f2816aa-45b4-4cb2-8cd0-66dbdc464357
Ostinato-15,Ostinato 15,Sequences,Common Sequences,sequences,4/4,1.0,4.0,12,4,3,0,38.6,23.7,0.167,0.00729,7a59c295-7b9e-48ff-bd83-747f15a9c7ba
Ostinato-16,Ostinato 16,Sequences,Common Sequences,sequences,4/4,1.0,4.0,8,3,2,0,50.9,8.6,0.75,0.00556,93f6fce5-7fd4-4064-bd51-4aaed6bd7da8
Ostinato-17,Ostinato 17,Sequences,Common Sequences,sequences,4/4,1.0,4.0,9,4,3,0,42,8.1,0.556,0.00583,34bc94bd-0704-4fdb-882e-597b7cf1667c
Ostinato-18,Ostinato 18,Sequences,Common Sequences,sequences,4/4,1.0,4.0,12,4,3,0,47.8,17.9,0.75,0.00602,862d7db2-b87f-4a96-8cbe-a237f2eba196
Ostinato-19,Ostinato 19,Sequences,Common Sequences,sequences,4/4,1.0,4.0,8,3,2,0,58.6,22.0,0.125,0.00208,b0276f87-7061-486c-85ce-3be0fb9407a6
Ostinato-2,Ostinato 2,Sequences,Common Sequences,sequences,4/4,4.0,16.0,64,3,2,0,81.1,9.8,0.0,0,a2369dad-fe76-4d82-85ae-fcc246f80034
Ostinato-20,Ostinato 20,Sequences,Common Sequences,sequences,4/4,1.0,4.0,15,5,4,0,25.4,14.1,0.933,0.00402,f9dc7a00-4fb9-405a-b95d-691f37c0b5d6
Ostinato-3,Ostinato 3,Sequences,Common Sequences,sequences,4/4,4.0,16.0,64,4,3,0,91.9,17.7,0.0,0,81aac556-5f61-4c3e-87a4-796549193a38
Ostinato-4,Ostinato 4,Sequences,Common Sequences,sequences,4/4,2.0,8.0,16,5,4,0,89,0.0,0.0,0,118ab07c-c353-4200-9883-f51efda72bec
Ostinato-5,Ostinato 5,Sequences,Common Sequences,sequences,4/4,1.0,4.0,16,5,4,0,89,0.0,0.0,0,b6766793-aba3-4508-8831-cd8724f0d5e6
Ostinato-6,Ostinato 6,Sequences,Common Sequences,sequences,4/4,2.0,8.0,16,6,5,0,61.9,15.8,0.0,0,91a06005-de22-46fd-840f-68aa15e3b56b
Ostinato-7,Ostinato 7,Sequences,Common Sequences,sequences,4/4,1.0,4.0,9,3,2,0,79,35.3,0.889,0.01667,812def8e-1fb0-4d1a-a3e2-3c4dd7e80d27
Ostinato-8,Ostinato 8,Sequences,Common Sequences,sequences,4/4,2.0,8.0,8,4,3,0,38.8,6.3,0.875,0.00863,25e6306b-437a-48d9-ae66-30b483231428
Ostinato-9,Ostinato 9,Sequences,Common Sequences,sequences,4/4,1.0,4.0,6,4,3,0,42,5.4,0.833,0.00625,64768b7d-4b8a-4218-b767-2a84545bdbc2
Scale-Based-1,Scale Based 1,Sequences,Scale Based Sequences,sequences,4/4,1.0,4.0,8,5,4,0,67.9,6.9,0.0,0,b36e9043-2ef5-4e20-a490-35eb9dfe7dd9
Scale-Based-10,Scale Based 10,Sequences,Scale Based Sequences,sequences,4/4,0.5,2.0,5,5,4,1,70.4,5.6,0.0,0,84a1c3fc-b282-40ab-bc5a-a9f4babef131
Scale-Based-2,Scale Based 2,Sequences,Scale Based Sequences,sequences,4/4,1.0,4.0,12,5,4,1,69.4,9.2,0.0,0,e47a7a80-3c7b-4aed-b4d3-ab078c763a82
Scale-Based-3,Scale Based 3,Sequences,Scale Based Sequences,sequences,4/4,1.0,4.0,10,4,3,1,73.2,5.6,0.0,0,93ec467a-5760-463f-a34a-330e5b121d24
Scale-Based-4,Scale Based 4,Sequences,Scale Based Sequences,sequences,4/4,1.0,4.0,8,3,2,1,76.2,6.5,0.0,0,e40e5ed9-5bab-4029-97e6-88e5ae8597c8
Scale-Based-5,Scale Based 5,Sequences,Scale Based Sequences,sequences,4/4,2.0,8.0,13,3,2,1,70.5,6.5,0.0,0,67db859d-08e2-4d72-adf6-00b576761f47
Scale-Based-6,Scale Based 6,Sequences,Scale Based Sequences,sequences,4/4,2.0,8.0,16,3,2,1,71.1,7.4,0.0,0,1b7921f6-317a-47ec-9a79-24c9a7d6826b
Scale-Based-7,Scale Based 7,Sequences,Scale Based Sequences,sequences,4/4,1.0,4.0,10,3,2,1,67.6,8.1,0.0,0,f776a1d2-e21a-4000-8278-8bab871b4988
